1,1,1,58927,8670,0,0,5324,1990,570
2,1,1,58933,8670,0,1,11889,1990,570
3,1,1,58938,8672,0,2,12733,1970,570
4,1,1,58943,8674,0,4,13933,1970,570
5,1,1,58947,8674,0,9,15813,1980,580
6,1,1,58950,8674,0,14,17793,1980,580
7,1,1,58953,8674,0,19,19165,1960,580
8,1,1,58955,8674,0,24,20145,1960,580
9,1,1,58957,8674,0,29,21229,1960,580
10,1,1,58958,8674,0,34,22358,1960,580
11,1,1,58958,8674,0,39,23314,1960,580
12,1,1,58958,8674,0,44,24078,1960,580
13,1,1,58958,8674,0,49,24598,1960,580
14,1,1,58958,8674,0,54,25058,1960,580
15,1,1,58958,8674,0,59,25490,1960,580
16,1,1,58958,8674,0,64,25878,1960,580
17,1,1,58958,8674,0,69,26178,1960,580
18,1,1,58958,8674,0,74,26370,1960,580
19,1,1,58956,8674,0,79,26466,1960,580
20,1,1,58954,8674,0,83,26526,1960,580
21,1,1,58953,8674,0,88,26526,1960,580
22,1,1,58951,8674,0,93,26522,1960,580
23,1,1,58949,8674,0,98,26518,1960,580
24,1,1,58948,8673,0,103,26470,1960,580
25,1,1,58947,8673,0,108,26386,1960,580
26,1,1,58946,8673,0,113,26242,1960,580
27,1,1,58944,8673,0,118,26146,1960,580
28,1,1,58943,8672,0,123,25990,1960,580
29,1,1,58940,8671,0,128,25818,1960,580
30,1,1,58937,8669,0,133,25626,1960,580
31,1,1,58934,8665,0,138,25422,1960,580
32,1,1,58929,8659,0,143,25422,1960,580
33,1,1,58922,8648,0,148,25470,1960,580
34,1,1,58915,8635,0,153,25518,1960,580
35,1,1,58907,8622,0,158,25522,1960,580
36,1,1,58899,8610,0,163,25522,1960,580
37,1,1,58892,8601,0,168,25454,1960,580
38,1,1,58884,8593,0,173,25322,1960,580
39,1,1,58877,8587,0,178,25226,1960,580
40,1,1,58869,8583,0,183,25178,1970,590
41,1,1,58862,8579,0,188,25106,1970,590
42,1,1,58856,8576,0,193,25046,1970,590
43,1,1,58850,8574,0,198,25034,1970,590
44,1,1,58846,8573,0,203,25022,1970,590
45,1,1,58842,8572,0,208,24878,1970,590
46,1,1,58838,8572,0,213,24818,1970,590
47,1,1,58833,8572,0,218,24818,1970,590
48,1,1,58829,8572,0,223,24818,1970,590
49,1,1,58825,8572,0,228,24830,1980,600
50,1,1,58822,8573,0,233,24926,1980,600
51,1,1,58819,8577,0,238,24998,1980,600
52,1,1,58816,8582,0,243,25082,1980,600
53,1,1,58814,8586,0,248,25090,1980,600
54,1,1,58811,8591,0,253,25150,1960,600
55,1,1,58808,8597,0,257,25210,1960,600
56,1,1,58805,8605,0,262,25210,1960,600
57,1,1,58801,8618,0,267,25198,1960,600
58,1,1,58795,8634,0,272,24946,1960,600
59,1,1,58790,8653,0,277,24630,1960,600
60,1,1,58784,8673,0,282,24374,1960,600
61,1,1,58780,8691,0,287,24110,1960,600
62,1,1,58777,8707,0,292,23722,1960,600
63,1,1,58775,8719,0,297,23590,1960,600
64,1,1,58775,8730,0,302,23482,1960,600
65,1,1,58775,8742,0,307,23410,1960,600
66,1,1,58775,8754,0,312,23262,1960,600
67,1,1,58779,8768,0,317,23254,1960,600
68,1,1,58786,8783,0,322,23086,1960,600
69,1,1,58793,8798,0,327,23074,1960,600
70,1,1,58802,8814,0,332,23002,1960,600
71,1,1,58811,8831,0,337,22854,1960,600
72,1,1,58822,8848,0,342,22854,1950,590
73,1,1,58835,8864,0,347,22918,1950,590
74,1,1,58849,8880,0,352,22990,1950,590
75,1,1,58864,8896,0,357,23050,1950,590
76,1,1,58879,8910,0,362,23050,1950,590
77,1,1,58893,8923,0,367,23218,1950,590
78,1,1,58906,8933,0,372,23398,1950,590
79,1,1,58917,8939,0,377,23642,1950,590
80,1,1,58928,8944,0,382,23762,1950,590
81,1,1,58937,8949,0,387,23834,1950,590
82,1,1,58945,8953,0,392,23882,1950,590
83,1,1,58952,8957,0,397,23882,1950,590
84,1,1,58958,8961,0,402,23834,1950,590
85,1,1,58964,8964,0,407,23714,1950,590
86,1,1,58969,8966,0,412,23534,1950,590
87,1,1,58974,8968,0,417,23426,1950,590
88,1,1,58979,8970,0,422,23418,1950,590
89,1,1,58982,8971,0,426,23418,1950,590
90,1,1,58986,8972,0,431,23418,1950,590
91,1,1,58989,8972,0,436,23414,1950,590
92,1,1,58993,8972,0,441,23410,1950,590
93,1,1,58998,8973,0,446,23410,1950,590
94,1,1,59004,8973,0,451,23410,1950,590
95,1,1,59009,8974,0,456,23398,1950,580
96,1,1,59014,8974,0,461,23398,1950,580
97,1,1,59018,8974,0,466,23406,1950,580
98,1,1,59020,8974,0,471,23406,1950,580
99,1,1,59022,8974,0,476,23410,1950,580
100,1,1,59024,8974,0,481,23410,1950,580
101,1,1,59025,8974,0,486,23414,1950,580
102,1,1,59026,8974,0,491,23418,1950,580
103,1,1,59028,8974,0,496,23418,1950,580
104,1,1,59029,8974,0,501,23414,1950,580
105,1,1,59032,8973,0,506,23406,1950,580
106,1,1,59036,8969,0,511,23406,1950,580
107,1,1,59042,8964,0,516,23406,1950,580
108,1,1,59049,8957,0,521,23486,1950,580
109,1,1,59058,8948,0,526,23534,1950,580
110,1,1,59067,8938,0,531,23538,1950,580
111,1,1,59077,8927,0,536,23542,1950,580
112,1,1,59087,8916,0,541,23650,1950,580
113,1,1,59096,8905,0,546,23650,1950,580
114,1,1,59103,8896,0,551,23650,1950,580
115,1,1,59109,8888,0,556,23542,1950,580
116,1,1,59113,8881,0,561,23470,1950,580
117,1,1,59116,8873,0,566,23462,1950,580
118,1,1,59118,8864,0,571,23454,1950,580
119,1,1,59120,8853,0,576,23446,1950,580
120,1,1,59122,8840,0,581,23446,1950,580
121,1,1,59124,8827,0,586,23490,1950,580
122,1,1,59125,8814,0,591,23610,1960,580
123,1,1,59125,8800,0,595,23718,1960,580
124,1,1,59125,8787,0,600,23730,1960,580
125,1,1,59125,8773,0,605,23838,1960,580
126,1,1,59125,8759,0,610,23850,1960,580
127,1,1,59125,8745,0,615,23902,1960,580
128,1,1,59123,8732,0,620,23902,1960,580
129,1,1,59120,8719,0,625,23854,1960,580
130,1,1,59117,8707,0,630,23854,1960,580
131,1,1,59113,8694,0,635,23854,1960,580
132,1,1,59108,8681,0,640,23854,1980,580
133,1,1,59102,8665,0,645,23846,1980,580
134,1,1,59095,8649,0,650,23846,1980,580
135,1,1,59087,8630,0,655,23846,1990,590
136,1,1,59079,8612,0,660,23846,1990,590
137,1,1,59069,8595,0,665,23906,1990,590
138,1,1,59059,8580,0,670,23910,1990,590
139,1,1,59049,8566,0,675,23914,1990,590
140,1,1,59038,8553,0,680,23922,1990,590
141,1,1,59025,8539,0,685,23926,1990,590
142,1,1,59012,8527,0,690,23934,1990,590
143,1,1,58997,8514,0,695,23942,1990,600
144,1,1,58981,8501,0,700,23950,1990,600
145,1,1,58963,8488,0,705,24014,1990,600
146,1,1,58943,8476,0,710,24086,1990,600
147,1,1,58921,8465,0,715,24098,1990,600
